player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Reinildo Reinildo,Sunderland,DEF,4.5,74,0,3.0,0.5,0,2,1966,6,27,0,0,0,0,7,1,6,376.4,130.2,39.0,54.7,0.0,0,0.0,16.4,0,0,0,0,0.0,0.0,0.0,0.0,0.13,0.62,0.75,26.72,23,39,125,90,164,7.51,,160,65,217,60,285,95,236,74,,,,,,,0.01,0.0,0.03,0.04,1.22,1.24,454,118,132,90,168,71,259,97,1.05,0.27
Wilson Isidor,Sunderland,FWD,5.5,74,0,2.3,1.1,6,1,1148,4,17,0,0,0,0,1,0,7,242.0,30.4,444.0,71.5,0.0,0,0.0,13.5,0,0,0,0,0.0,0.0,0.0,0.0,4.7,0.38,5.08,19.82,11,11,17,23,51,4.0,,225,22,310,39,49,19,195,21,,,,,,,0.37,0.0,0.03,0.4,1.55,1.33,159,37,418,33,258,27,186,29,0.86,0.31
Vitaly Janelt,Brentford,MID,5.0,74,0,3.0,0.1,1,4,1434,5,21,0,0,0,0,8,0,6,350.4,351.8,97.0,79.0,0.0,0,0.0,14.8,0,0,0,0,0.0,0.0,0.0,0.0,0.82,2.27,3.09,26.62,15,27,71,85,183,11.49,,172,69,99,72,234,126,176,85,2.0,,,,,,0.05,0.0,0.14,0.19,1.67,1.32,259,158,236,45,169,63,436,176,0.94,0.31
Martin Ødegaard,Arsenal,MID,6.5,74,0,3.1,5.5,1,7,1363,6,13,0,0,0,0,0,0,5,311.8,564.4,168.0,104.4,0.0,0,0.0,11.4,0,0,0,0,0.0,0.0,0.0,0.0,1.25,3.65,4.9,16.2,16,19,13,70,102,6.74,,196,85,39,36,180,98,120,68,4.0,,,,3.0,,0.08,0.0,0.24,0.32,1.07,0.86,35,23,542,226,163,62,67,24,1.06,0.4
Lukas Nmecha,Leeds,FWD,5.5,73,0,2.4,0.6,6,1,1065,3,23,0,0,1,0,0,0,8,290.4,153.5,434.0,87.8,0.0,0,0.0,13.3,0,0,0,0,0.0,0.0,0.0,0.0,7.25,1.58,8.83,21.84,10,12,15,30,57,4.82,,207,19,202,22,54,20,152,20,,,,,2.0,,0.61,0.0,0.13,0.74,1.85,1.94,123,32,382,28,250,26,240,41,0.85,0.25
Kobbie Mainoo,Man Utd,MID,5.5,73,0,2.6,1.1,1,2,1653,6,22,0,0,0,0,2,0,2,365.0,360.1,94.0,82.1,0.0,0,0.0,13.3,0,0,0,0,0.0,0.0,0.0,0.0,0.48,1.27,1.75,22.88,16,36,56,95,187,10.18,,167,66,94,68,240,128,169,82,,,,,,,0.03,0.0,0.07,0.1,1.25,1.2,200,125,459,176,228,88,184,63,0.87,0.33
Joelinton Cássio Joelinton,Newcastle,MID,5.5,73,0,2.7,0.1,2,1,1950,5,27,0,0,0,0,10,0,2,324.4,296.3,329.0,95.0,0.0,0,0.0,13.3,0,0,0,0,0.0,0.0,0.0,0.0,2.36,1.35,3.71,28.75,23,43,73,122,238,10.98,Unspecified injury - Unknown return date,191,82,126,87,84,52,139,74,,,,,,,0.11,0.0,0.06,0.17,1.33,1.25,126,78,385,129,208,80,434,174,1.06,0.23
Lewis L.Miley,Newcastle,MID,5.5,72,0,3.1,0.0,1,4,1493,2,22,0,0,0,0,0,0,5,342.6,251.4,136.0,73.0,0.0,0,0.0,13.1,0,0,0,0,0.0,0.0,0.0,0.0,1.36,2.1,3.46,21.22,15,29,57,69,155,9.34,,176,73,136,93,201,111,191,96,3.0,,,,,,0.08,0.0,0.13,0.21,1.28,1.33,206,129,465,180,161,61,527,222,0.9,0.12
Noni Madueke,Arsenal,MID,6.5,72,0,2.8,0.3,3,1,1205,8,9,0,0,0,0,0,0,9,257.4,352.8,404.0,101.3,0.0,0,0.0,11.1,0,0,0,0,0.0,0.0,0.0,0.0,1.23,2.86,4.09,12.77,16,21,14,35,70,5.23,,221,98,98,71,64,38,126,72,6.0,,,,,,0.09,0.0,0.21,0.3,0.95,0.67,43,30,550,233,201,77,299,98,1.2,0.6
Jaydee Canvot,Crystal Palace,DEF,5.0,72,0,3.6,0.5,0,0,1331,5,23,0,0,0,0,3,0,9,362.4,63.8,56.0,48.1,0.0,0,0.0,14.4,0,0,0,0,0.0,0.0,0.0,0.0,1.48,0.33,1.81,23.84,14,40,129,54,169,11.43,,168,70,271,90,272,87,248,80,,,,,,,0.1,0.0,0.02,0.12,1.61,1.56,387,78,364,161,90,37,255,96,0.95,0.34
Pape Matar P.M.Sarr,Spurs,MID,5.0,71,0,2.7,0.4,2,4,1388,3,23,0,0,0,0,3,0,2,336.0,188.3,156.0,68.2,0.0,0,0.0,14.2,0,0,0,0,0.0,0.0,0.0,0.0,1.63,1.11,2.74,26.67,13,32,74,77,183,11.87,,182,76,178,119,191,105,203,101,,,,,,,0.11,0.0,0.07,0.18,1.73,1.49,322,189,299,76,206,79,289,95,0.84,0.19
Karl Darlow,Man Utd,GKP,4.5,71,0,3.2,0.0,0,0,1980,5,27,0,0,0,63,1,0,3,531.4,0.0,0.0,53.4,0.0,0,0.0,15.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,28.36,22,1,30,202,0,0.0,Unspecified injury - 75% chance of playing,105,17,438,34,421,25,238,17,,,,,,,0.0,2.86,0.0,0.0,1.29,1.23,394,21,72,21,137,17,506,57,1.0,0.23
Jefferson Lerma,Crystal Palace,MID,5.0,69,0,2.2,0.1,0,5,1722,7,25,2,0,0,0,7,0,3,287.6,207.2,233.0,72.5,0.0,0,0.0,13.8,0,0,0,0,0.0,0.0,0.0,0.0,1.84,1.48,3.32,25.11,18,28,90,102,220,11.5,,209,93,161,107,129,74,193,98,,,,,,,0.1,0.0,0.08,0.18,1.31,1.31,241,145,218,32,265,110,416,165,0.94,0.37
Rodrigo 'Rodri' Rodrigo,Man City,MID,6.5,69,0,3.3,0.1,1,1,1510,5,15,0,0,0,0,3,0,6,358.0,421.5,122.0,90.3,0.0,0,0.0,10.6,0,0,0,0,0.0,0.0,0.0,0.0,1.15,2.45,3.6,20.74,17,42,57,107,206,12.28,Back injury - Unknown return date,170,68,67,52,214,118,150,78,,,,,,,0.07,0.0,0.15,0.22,1.24,0.89,38,26,545,229,136,56,481,200,1.01,0.3
Gabriel Gudmundsson,Leeds,DEF,4.5,68,0,2.1,0.1,0,0,2637,5,45,1,0,0,0,4,1,8,442.6,363.7,158.0,96.4,0.0,0,0.0,15.1,0,0,0,0,0.0,0.0,0.0,0.0,1.1,2.89,3.98,41.06,31,65,119,112,184,6.28,Hamstring injury - Expected back 30 Aug,134,56,93,23,189,51,138,46,,,,,,,0.04,0.0,0.1,0.14,1.4,1.54,448,113,126,85,275,105,399,144,1.06,0.17
Tim Iroegbunam,Everton,MID,5.0,68,0,2.3,0.0,0,3,1477,8,18,0,0,0,0,9,0,1,255.0,125.2,81.0,45.9,0.0,0,0.0,13.6,0,0,0,0,0.0,0.0,0.0,0.0,0.54,0.71,1.25,24.64,17,68,43,78,189,11.52,Groin injury - Unknown return date,223,99,222,136,250,133,258,125,,,,,,,0.03,0.0,0.04,0.07,1.5,1.1,331,193,308,80,256,105,504,212,1.04,0.49
Youri Tielemans,Man Utd,MID,6.0,68,0,2.7,2.1,0,4,1857,4,27,0,0,0,0,0,0,3,432.0,513.6,184.0,113.1,0.0,0,0.0,11.3,0,0,0,0,0.0,0.0,0.0,0.0,1.14,3.26,4.4,31.34,21,58,51,94,203,9.84,,143,54,48,43,170,89,102,59,,,,,3.0,,0.06,0.0,0.16,0.22,1.52,1.31,62,41,489,191,215,84,126,39,1.02,0.19
Tanaka Tanaka,Leeds,MID,5.0,67,0,2.4,0.3,2,1,1307,3,22,0,0,0,0,1,0,4,224.2,307.6,104.0,63.6,0.0,0,0.0,13.4,0,0,0,0,0.0,0.0,0.0,0.0,1.44,1.39,2.83,21.49,14,27,38,82,147,10.12,,236,106,120,83,228,123,214,109,4.0,,,,,,0.1,0.0,0.1,0.2,1.48,1.51,292,175,269,62,246,99,325,112,0.96,0.21
Saša Lukić,Ipswich Town,MID,5.0,67,0,2.6,0.1,1,4,1730,6,22,0,0,0,0,9,0,4,317.6,441.6,176.0,93.4,0.0,0,0.0,13.4,0,0,0,0,0.0,0.0,0.0,0.0,2.23,1.91,4.14,27.64,20,49,63,71,183,9.52,,194,83,63,49,176,95,144,76,4.0,,,,,,0.12,0.0,0.1,0.22,1.44,1.14,265,163,242,50,223,86,422,169,1.04,0.31
Abdukodir Khusanov,Man City,DEF,5.5,67,0,3.2,1.8,0,0,1427,6,13,0,0,0,0,2,0,3,299.0,112.2,26.0,43.9,0.0,0,0.0,12.2,0,0,0,0,0.0,0.0,0.0,0.0,0.65,1.21,1.86,20.89,15,27,96,75,123,7.76,,202,76,230,69,305,105,261,86,,,,,,,0.04,0.0,0.08,0.12,1.32,0.82,216,33,475,184,151,60,136,57,0.95,0.38
Rayan Vitor Rayan,Bournemouth,MID,6.5,67,0,4.5,3.1,5,2,1110,6,10,0,0,0,0,1,0,3,277.6,211.9,263.0,75.3,0.0,0,0.0,10.3,0,0,0,0,0.0,0.0,0.0,0.0,2.67,1.84,4.51,19.14,13,11,28,43,82,6.65,,213,94,157,105,112,65,182,90,,,,,,,0.22,0.0,0.15,0.37,1.55,0.81,50,35,557,238,27,12,100,34,1.05,0.49
Amine Adli,Bournemouth,MID,5.0,67,0,2.2,0.1,3,2,1074,3,17,0,0,0,0,2,0,4,272.6,235.9,260.0,76.1,0.0,0,0.0,13.4,0,0,0,0,0.0,0.0,0.0,0.0,2.6,1.62,4.22,18.22,10,36,26,61,123,10.31,Unspecified injury - Unknown return date,216,95,145,98,113,66,180,88,,,,,,,0.22,0.0,0.14,0.36,1.53,1.42,330,192,307,79,269,114,435,175,0.84,0.25
Mikel Merino,Arsenal,MID,6.0,67,0,3.0,0.9,4,3,1024,4,10,0,0,0,0,1,0,5,304.4,191.8,244.0,73.6,0.0,0,0.0,11.2,0,0,0,0,0.0,0.0,0.0,0.0,3.36,1.45,4.81,7.36,10,26,30,57,113,9.93,,199,88,176,118,119,69,189,94,,,,,,,0.3,0.0,0.13,0.43,0.65,0.88,64,42,491,192,175,68,202,68,0.88,0.35
Daichi Kamada,Crystal Palace,MID,5.0,67,0,2.4,0.3,0,2,1899,6,28,0,0,0,0,3,0,0,239.2,350.1,155.0,74.5,0.0,0,0.0,13.4,0,0,0,0,0.0,0.0,0.0,0.0,1.64,3.24,4.88,26.04,22,62,38,108,208,9.86,,228,100,100,73,192,106,183,91,4.0,,,,,,0.08,0.0,0.15,0.23,1.23,1.33,263,161,240,48,245,98,327,114,1.04,0.28
Ola Aina,Nott'm Forest,DEF,4.5,67,0,3.7,4.1,0,2,1587,6,19,0,0,0,0,3,0,5,285.2,160.3,58.0,50.5,0.0,0,0.0,14.9,0,0,0,0,0.0,0.0,0.0,0.0,0.41,0.84,1.25,25.31,18,31,99,81,130,7.37,,210,79,193,50,271,86,242,76,,,,,,,0.02,0.0,0.05,0.07,1.44,1.08,414,87,92,59,76,29,82,30,1.02,0.34
Brennan Johnson,Everton,MID,6.0,65,0,1.9,0.2,2,1,1710,6,24,0,0,0,0,6,0,2,223.4,311.1,230.0,75.8,0.0,0,0.0,10.8,0,0,0,0,0.0,0.0,0.0,0.0,2.45,1.31,3.76,28.29,19,29,37,55,121,6.37,,237,107,118,82,132,76,181,89,,,,,,,0.13,0.0,0.07,0.2,1.49,1.26,76,49,503,199,297,129,360,127,1.0,0.32
Habib Diarra,Sunderland,MID,5.5,65,0,3.2,0.1,2,6,1403,5,19,0,0,0,0,6,0,3,166.2,153.8,234.0,53.9,0.0,0,0.0,11.8,0,0,0,0,0.0,0.0,0.0,0.0,3.27,0.85,4.12,21.52,15,14,17,48,79,5.07,,266,122,201,129,127,72,237,122,,,,,1.0,,0.21,0.0,0.05,0.26,1.38,1.22,205,128,464,179,150,59,452,183,0.96,0.32
Wesley Fofana,Chelsea,DEF,5.0,65,0,2.6,0.0,0,2,1718,4,25,0,0,0,0,5,2,3,463.6,65.6,74.0,60.4,0.0,0,0.0,13.0,0,0,0,0,0.0,0.0,0.0,0.0,0.72,0.6,1.32,25.81,20,19,187,81,206,10.79,Suspended until 6 Sep,126,52,269,89,256,81,221,71,,,,,,,0.04,0.0,0.03,0.07,1.35,1.31,302,56,279,139,225,92,563,191,1.05,0.21
Antonee Robinson,Fulham,DEF,4.5,65,0,3.0,2.1,1,0,1487,4,19,0,0,0,0,5,0,7,375.0,334.6,82.0,79.3,0.0,0,0.0,14.4,0,0,0,0,0.0,0.0,0.0,0.0,1.07,1.58,2.65,24.12,17,48,88,98,136,8.23,,161,66,104,26,248,77,174,61,,,,,2.0,,0.06,0.0,0.1,0.16,1.46,1.15,417,90,95,62,166,69,127,53,1.03,0.24
Pau Pau,Aston Villa,DEF,4.5,64,0,3.0,0.3,0,2,1673,5,19,1,0,0,0,1,0,2,321.8,47.1,79.0,45.1,0.0,0,0.0,14.2,0,0,0,0,0.0,0.0,0.0,0.0,1.33,0.39,1.72,22.81,18,22,90,79,112,6.03,,193,74,290,99,251,79,260,85,,,,,,,0.07,0.0,0.02,0.09,1.23,1.02,451,116,129,88,167,70,294,110,0.97,0.27
Josh King,Fulham,MID,5.5,63,0,2.0,0.2,1,3,1290,5,18,0,0,0,0,4,0,3,207.4,198.7,336.0,73.3,0.0,0,0.0,11.5,0,0,0,0,0.0,0.0,0.0,0.0,2.47,0.66,3.13,18.97,15,26,22,59,107,7.47,,245,110,170,112,82,50,190,95,,,,,,,0.17,0.0,0.05,0.22,1.32,1.26,215,136,474,187,289,123,387,145,1.05,0.35
Kevin Danso,Spurs,DEF,5.0,63,0,2.6,0.2,0,0,1489,4,25,0,0,0,0,8,0,1,407.0,49.5,96.0,55.5,0.0,0,0.0,12.6,0,0,0,0,0.0,0.0,0.0,0.0,0.62,0.28,0.9,20.15,17,27,165,45,192,11.61,,150,61,284,96,235,71,232,73,,,,,,,0.04,0.0,0.02,0.06,1.22,1.51,238,39,215,122,221,90,372,137,1.03,0.24
Jeremie Frimpong,Liverpool,DEF,5.5,63,0,3.0,3.2,0,5,1032,5,13,0,0,0,0,1,0,1,133.2,244.6,186.0,56.5,0.0,0,0.0,11.5,0,0,0,0,0.0,0.0,0.0,0.0,0.5,1.55,2.05,12.97,12,11,19,52,30,2.62,,287,103,139,33,166,46,231,72,,,,,,,0.04,0.0,0.14,0.18,1.13,1.13,141,15,400,166,172,72,92,34,1.05,0.44
Nico N.Gonzalez,Man City,MID,5.5,63,0,2.5,0.1,1,0,1561,7,18,0,0,0,0,6,0,1,309.8,234.1,72.0,61.5,0.0,0,0.0,11.5,0,0,0,0,0.0,0.0,0.0,0.0,0.68,1.12,1.8,20.35,17,42,74,90,206,11.88,,197,86,147,99,259,137,219,110,,,,,,,0.04,0.0,0.06,0.1,1.17,1.04,176,107,435,158,236,92,407,159,0.98,0.4
Mitoma Mitoma,Brighton,MID,6.0,62,0,2.5,0.1,3,1,1714,5,20,0,0,0,0,5,0,2,288.4,422.3,416.0,112.3,0.0,0,0.0,10.3,0,0,0,0,0.0,0.0,0.0,0.0,4.04,2.74,6.78,23.76,19,18,27,62,107,5.62,Hamstring injury - Unknown return date,208,92,66,51,59,35,103,60,,,,,,,0.21,0.0,0.14,0.35,1.25,1.05,87,56,514,206,240,94,451,182,1.0,0.26
Jacob J.Ramsey,Newcastle,MID,5.0,62,0,2.2,0.4,2,3,1441,1,31,0,0,0,0,3,1,3,304.4,330.3,165.0,79.9,0.0,0,0.0,12.4,0,0,0,0,0.0,0.0,0.0,0.0,1.2,1.45,2.65,27.24,15,41,23,85,149,9.31,,198,87,108,77,183,100,173,84,,,,,,,0.07,0.0,0.09,0.16,1.7,1.94,286,171,263,58,267,112,282,91,0.94,0.06
Timothy Castagne,Fulham,DEF,4.5,61,0,2.0,0.3,0,2,1838,3,31,0,0,0,0,4,0,3,373.0,292.2,195.0,86.2,0.0,0,0.0,13.6,0,0,0,0,0.0,0.0,0.0,0.0,1.5,1.47,2.97,32.66,20,40,106,56,146,7.15,,163,67,127,30,159,42,158,54,,,,,,,0.07,0.0,0.07,0.14,1.6,1.52,415,88,93,60,282,107,317,118,0.98,0.15
Boubacar Kamara,Aston Villa,MID,5.0,61,0,3.4,0.3,1,3,1410,5,15,0,0,0,0,5,0,7,325.0,241.3,75.0,64.2,0.0,0,0.0,12.2,0,0,0,0,0.0,0.0,0.0,0.0,0.53,0.84,1.36,20.8,17,38,46,65,149,9.51,,190,81,141,97,253,135,212,108,,,,,,,0.03,0.0,0.05,0.08,1.33,0.96,280,167,257,54,111,43,326,113,1.09,0.32
Archie Gray,Spurs,MID,5.0,61,0,2.5,0.2,2,2,1471,5,28,0,0,0,0,5,0,6,259.4,138.1,158.0,55.5,0.0,0,0.0,12.2,0,0,0,0,0.0,0.0,0.0,0.0,1.5,1.29,2.79,24.8,18,11,65,56,132,8.08,,220,97,209,132,190,104,234,120,,,,,,,0.09,0.0,0.08,0.17,1.52,1.71,366,218,343,105,233,90,336,117,1.1,0.31
Rayan Aït-Nouri,Man City,DEF,5.5,60,0,3.5,1.0,0,2,971,5,8,0,0,0,0,2,0,9,195.6,216.4,90.0,50.2,0.0,0,0.0,10.9,0,0,0,0,0.0,0.0,0.0,0.0,0.53,2.01,2.54,12.25,12,35,32,49,67,6.21,,254,95,153,37,244,75,244,78,,,,,,,0.05,0.0,0.19,0.24,1.14,0.74,169,23,428,174,106,44,190,69,1.11,0.46
Tino Livramento,Newcastle,DEF,5.0,59,0,3.5,0.1,0,1,1326,6,14,0,0,0,0,1,0,3,219.4,199.7,42.0,46.1,0.0,0,0.0,11.8,0,0,0,0,0.0,0.0,0.0,0.0,0.13,0.89,1.02,18.62,14,22,46,81,68,4.62,Calf injury - 75% chance of playing,238,89,169,42,282,92,257,83,,,,,,,0.01,0.0,0.06,0.07,1.26,0.95,301,55,278,138,102,41,445,153,0.95,0.41
David Brooks,Bournemouth,MID,5.0,59,0,1.9,0.1,1,3,1188,5,20,0,0,0,0,7,0,4,236.2,384.5,434.0,104.1,0.0,0,0.0,11.8,0,0,0,0,0.0,0.0,0.0,0.0,5.81,3.4,9.21,20.25,13,19,19,56,94,7.12,Unspecified injury - 75% chance of playing,230,102,87,65,53,32,121,69,4.0,,3.0,,,,0.44,0.0,0.26,0.7,1.53,1.52,235,142,212,29,291,125,417,166,0.98,0.38
Adam Smith,Bournemouth,DEF,4.5,58,0,2.6,0.1,0,2,1073,6,16,0,0,0,0,3,0,4,176.2,76.6,18.0,27.1,0.0,0,0.0,12.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,18.18,14,15,55,29,70,5.87,,259,97,260,87,314,112,296,100,,,,,,,0.0,0.0,0.02,0.02,1.52,1.34,393,79,71,51,217,86,433,148,1.17,0.5
Estêvão Estêvão,Chelsea,MID,6.5,58,0,2.6,1.4,2,5,839,4,11,0,0,0,0,4,0,4,183.4,230.9,314.0,72.6,0.0,0,0.0,8.9,0,0,0,0,0.0,0.0,0.0,0.0,2.91,2.14,5.05,10.29,12,11,9,36,56,6.01,,257,117,148,100,92,58,192,97,5.0,,,,3.0,,0.31,0.0,0.23,0.54,1.1,1.18,55,39,562,242,229,89,164,51,1.29,0.43
Mason Mount,Man Utd,MID,5.5,58,0,2.5,0.1,3,0,1010,5,15,0,0,0,0,2,0,3,201.2,214.1,165.0,58.0,0.0,0,0.0,10.5,0,0,0,0,0.0,0.0,0.0,0.0,1.56,1.62,3.18,12.46,12,24,19,59,102,9.09,Foot injury - 50% chance of playing,251,113,156,104,184,101,227,116,,,3.0,,,,0.14,0.0,0.14,0.28,1.11,1.34,127,79,386,130,234,91,461,189,1.07,0.45
Gabriel Martinelli,Arsenal,MID,6.5,57,0,1.9,0.3,1,5,1065,2,8,0,0,0,0,3,0,3,204.6,202.2,390.0,79.0,0.0,0,0.0,8.8,0,0,0,0,0.0,0.0,0.0,0.0,4.12,1.27,5.39,10.51,11,12,13,52,77,6.51,,249,112,166,111,69,42,177,86,,,,,,,0.35,0.0,0.11,0.46,0.89,0.68,45,32,552,235,298,130,323,110,0.93,0.17
Omar Marmoush,Man City,FWD,7.0,56,0,2.7,0.8,3,3,691,4,5,0,0,0,0,3,0,5,203.2,159.8,284.0,64.4,0.0,0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,2.78,0.77,3.55,7.92,8,13,6,20,39,5.08,,250,24,195,20,106,26,211,22,,,2.0,,2.0,,0.36,0.0,0.1,0.46,1.03,0.65,28,9,568,61,216,23,214,36,1.04,0.52
Sean Longstaff,Leeds,MID,5.0,56,0,2.4,0.2,2,2,1003,1,20,0,0,0,0,2,0,5,291.8,403.7,116.0,81.2,0.0,0,0.0,11.2,0,0,0,0,0.0,0.0,0.0,0.0,1.23,1.87,3.1,15.88,10,38,29,43,110,9.87,,203,90,74,56,220,120,171,83,3.0,,2.0,,,,0.11,0.0,0.17,0.28,1.42,1.79,251,152,228,39,244,97,386,144,0.9,0.09
Ilia Gruev,Leeds,MID,5.0,56,0,2.4,0.0,0,4,1318,5,23,0,0,0,0,3,0,3,199.4,171.0,64.0,43.2,0.0,0,0.0,11.2,0,0,0,0,0.0,0.0,0.0,0.0,0.49,0.86,1.35,25.27,15,23,40,51,114,7.78,Knee injury - Unknown return date,252,114,186,122,266,142,263,126,,,,,,,0.03,0.0,0.06,0.09,1.73,1.57,326,190,303,77,247,100,573,247,1.02,0.34
Carlos Baleba,Brighton,MID,5.0,56,0,1.8,0.2,0,0,1646,7,19,0,0,0,0,5,0,0,166.8,156.3,44.0,36.8,0.0,0,0.0,11.2,0,0,0,0,0.0,0.0,0.0,0.0,0.78,0.72,1.5,20.4,23,37,67,105,209,11.43,Ankle injury - Expected back 23 Aug,264,120,198,127,279,149,275,133,,,,,,,0.04,0.0,0.04,0.08,1.12,1.04,357,209,334,96,305,133,362,129,1.26,0.38
Ross Barkley,Aston Villa,MID,5.0,56,0,2.7,0.2,3,2,844,1,15,0,0,0,0,1,0,5,227.8,162.3,191.0,58.1,0.0,0,0.0,11.2,0,0,0,0,0.0,0.0,0.0,0.0,1.58,1.26,2.84,13.2,7,14,15,45,74,7.89,,234,104,187,123,161,86,226,115,,,,,,,0.17,0.0,0.13,0.3,1.41,1.6,228,141,205,28,204,78,361,128,0.75,0.11
Leny Yoro,Man Utd,DEF,5.0,56,0,1.8,0.8,0,1,1730,2,33,0,0,0,0,1,0,1,327.0,83.1,124.0,53.2,0.0,0,0.0,11.2,0,0,0,0,0.0,0.0,0.0,0.0,1.34,0.59,1.93,26.83,18,30,126,73,156,8.12,,188,73,251,82,211,59,239,75,,,,,,,0.07,0.0,0.03,0.1,1.4,1.72,368,73,345,156,306,113,213,80,0.94,0.1
Alejandro Garnacho,Aston Villa,MID,6.0,56,0,2.3,0.7,1,4,1261,4,20,0,0,0,0,2,0,3,211.4,405.3,399.0,100.5,0.0,0,0.0,9.3,0,0,0,0,0.0,0.0,0.0,0.0,3.44,3.68,7.12,20.52,14,16,10,45,71,5.07,,243,109,73,55,66,39,127,73,,,,,,,0.25,0.0,0.26,0.51,1.46,1.43,95,60,522,210,260,108,222,74,1.0,0.29
Andrew Robertson,Spurs,DEF,4.5,55,0,2.3,3.0,1,0,1165,4,16,0,0,0,0,0,0,4,239.8,318.8,121.0,68.2,0.0,0,0.0,12.2,0,0,0,0,0.0,0.0,0.0,0.0,1.1,1.4,2.49,17.44,11,12,43,40,55,4.25,,227,86,113,27,215,61,202,68,3.0,,,,,,0.08,0.0,0.11,0.19,1.35,1.24,410,85,88,57,254,99,102,39,0.85,0.31
Ian Maatsen,Aston Villa,DEF,4.5,54,0,1.8,0.9,0,1,1590,2,27,0,0,0,0,2,0,1,336.6,373.4,231.0,94.3,0.0,0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,1.26,2.39,3.65,26.64,17,43,85,82,128,7.25,,180,71,90,21,130,25,142,47,,,,,,,0.07,0.0,0.14,0.21,1.51,1.53,457,121,135,93,299,111,199,73,0.96,0.11
Felipe Morato,Nott'm Forest,DEF,5.0,53,0,2.5,0.1,1,0,1340,2,23,0,0,0,0,5,0,1,371.2,37.6,96.0,50.5,0.0,0,0.0,10.6,0,0,0,0,0.0,0.0,0.0,0.0,1.32,0.15,1.47,24.34,14,30,114,52,144,9.67,,164,68,301,102,236,72,243,77,,,,,,,0.09,0.0,0.01,0.1,1.63,1.54,325,65,302,148,231,95,486,167,0.94,0.13
Noussair Mazraoui,Man Utd,DEF,4.5,53,0,2.6,0.7,0,0,977,5,10,0,0,0,0,3,0,6,209.0,122.4,37.0,36.8,0.0,0,0.0,11.8,0,0,0,0,0.0,0.0,0.0,0.0,0.19,0.35,0.53,12.99,11,28,66,46,94,8.66,,244,93,224,64,289,96,274,90,,,,,,,0.02,0.0,0.03,0.05,1.2,0.92,438,106,116,78,218,87,218,83,1.01,0.46
Dwight McNeil,Crystal Palace,MID,5.5,53,0,2.4,0.2,0,3,1161,6,9,0,0,0,0,1,0,1,140.6,242.4,138.0,52.2,0.0,0,0.0,9.6,0,0,0,0,0.0,0.0,0.0,0.0,1.37,1.91,3.28,18.8,14,23,26,62,111,8.6,,281,129,140,96,199,110,241,123,,,,,,,0.11,0.0,0.15,0.26,1.46,0.7,158,99,417,150,252,104,375,138,1.09,0.47
Rico Henry,Brentford,DEF,4.5,52,0,2.1,0.2,0,2,1322,4,22,0,0,0,0,2,0,0,151.6,82.0,35.0,26.9,0.0,0,0.0,11.6,0,0,0,0,0.0,0.0,0.0,0.0,0.18,0.54,0.72,23.91,14,15,53,72,68,4.63,,275,102,254,84,292,98,299,101,,,,,,,0.01,0.0,0.04,0.05,1.63,1.5,423,94,101,66,274,104,329,123,0.95,0.27
Lisandro Martinez,Man Utd,DEF,5.0,51,0,2.8,0.8,0,0,1229,5,15,1,0,0,0,0,1,3,302.8,94.9,19.0,42.0,0.0,0,0.0,10.2,0,0,0,0,0.0,0.0,0.0,0.0,0.15,0.6,0.75,15.22,13,19,86,68,105,7.69,,201,75,241,78,313,111,264,88,,,,,,,0.01,0.0,0.04,0.05,1.11,1.1,276,49,253,132,193,81,215,81,0.95,0.37
Fabian Schär,Newcastle,DEF,5.0,51,0,3.2,0.2,0,0,1089,4,13,0,0,0,0,1,0,0,291.2,63.6,108.0,46.4,0.0,0,0.0,10.2,0,0,0,0,0.0,0.0,0.0,0.0,0.97,0.6,1.57,13.85,11,14,101,42,115,9.5,,205,77,272,91,225,67,256,82,,,2.0,,,,0.08,0.0,0.05,0.13,1.14,1.07,236,38,213,121,143,57,347,132,0.91,0.33
